,probesets,sym,chrom
3426,33420_g_at,API5,11
3427,33421_s_at,SC5DL,11
3428,33422_at,SEC13,3
3429,33423_g_at,SEC13,3
3430,33424_at,RPN1,3
3431,33425_at,TRIM28,19
3432,33426_at,CHGB,20
3433,33427_s_at,ATRN,20
3434,33428_s_at,ATRN,20
3435,33429_at,C18orf10,18
3436,33430_at,C18orf10,18
3437,33431_at,FMOD,1
3438,33432_at,MED8,1
3439,33433_at,FAM98A,2
3440,33434_at,BET1,7
3441,33435_r_at,BET1,7
3442,33436_at,SOX9,17
3443,33437_at,FTSJ1,X
3444,33438_at,WBP2,17
3445,33439_at,SIK1,21
3446,33440_at,ZEB1,10
3447,33441_at,TCTA,3
3448,33442_at,PRUNE2,9
3449,33443_at,SERINC1,6
3450,33444_at,NBR1,17
3451,33445_at,ABAT,16
3452,33446_at,ABAT,16
3453,33447_at,MYL12A,18
3454,33448_at,SPINT1,15
3455,33449_at,PSMA7,20
3456,33450_at,ACTL6B,7
3457,33451_s_at,RPL22,1
3458,33452_at,PLAT,8
3459,33453_at,PTPN18,2
3460,33454_at,AGRN,1
3461,33455_at,ALDOB,9
3462,33456_at,MAPRE1,20
3463,33457_at,C3orf63,3
3464,33458_r_at,,
3465,33459_at,,
3466,33460_at,P2RY1,3
3467,33461_at,SEMA3A,7
3468,33462_at,P2RY14,3
3469,33463_at,XDH,2
3470,33464_at,,
3471,33465_at,ADRB3,8
3472,33466_at,C5orf30,5
3473,33467_at,CD300C,17
3474,33468_at,DSG2,18
3475,33469_r_at,CFHR3,1
3476,33470_at,GRIP2,3
3477,33471_g_at,GRIP2,3
3478,33472_at,FMO4,1
3479,33473_at,CLUL1,18
3480,33474_at,GLI1,12
3481,33475_at,PKP4,2
3482,33476_at,FAM12A,14
3483,33477_at,RAB40A,X
3484,33478_at,TNP2,16
3485,33479_g_at,TNP2,16
3486,33480_at,MLN,6
3487,33481_at,,
3488,33482_at,MYOD1,11
3489,33483_at,NMU,4
3490,33484_at,RNF2,1
3491,33485_at,RPL4,15
3492,33486_at,CXorf23,X
3493,33487_at,HPD,12
3494,33488_at,TLR3,4
3495,33489_at,TFF2,21
3496,33490_at,TXK,4
3497,33491_at,SI,3
3498,33492_at,SLMO1,18
3499,33493_at,SLMO1,18
3500,33494_at,ETFDH,4
3501,33495_at,PPFIA2,12
3502,33496_at,AGTR2,X
3503,33497_at,SCNN1G,16
3504,33498_at,REG1P,2
3505,33499_s_at,,
3506,334_s_at,VIP,6
3507,33500_i_at,,
3508,33501_r_at,,
3509,33502_at,,
3510,33503_at,AIPL1,17
3511,33504_at,NXPH2,2
3512,33505_at,RARRES1,3
3513,33506_at,INPP4A,2
3514,33507_g_at,INPP4A,2
3515,33508_at,INPP4A,2
3516,33509_at,GRM1,6
3517,33510_s_at,GRM1,6
3518,33511_at,ZNF80,3
3519,33512_at,GUCA2B,1
3520,33513_at,SLAMF1,1
3521,33514_at,CAMK4,5
3522,33515_at,TCP10,6
3523,33516_at,HBD,11
3524,33517_f_at,,
3525,33518_f_at,,
3526,33519_at,ADH6,4
3527,33520_at,F7,13
3528,33521_at,ATP4A,19
3529,33522_at,ASIP,20
3530,33523_at,ALPI,2
3531,33524_at,CRKL,22
3532,33525_at,NPY2R,4
3533,33526_at,NPY2R,4
3534,33527_at,KCNJ3,2
3535,33528_at,KIAA0125,14
3536,33529_at,ADH7,4
3537,33530_at,CEACAM8,19
3538,33531_at,KLRD1,12
3539,33532_at,ALX1,12
3540,33533_at,DNAJB4,1
3541,33534_at,ESM1,5
3542,33535_at,P2RX1,17
3543,33536_at,PRKG2,4
3544,33537_at,KRT32,17
3545,33538_at,,
3546,33539_at,MYEF2,15
3547,33540_at,,
3548,33541_s_at,LAIR2,19
3549,33542_at,ZNF280B,22
3550,33543_s_at,PNN,14
3551,33544_at,UNC5C,4
3552,33545_at,SCN4A,17
3553,33546_at,SPRR1A,1
3554,33547_i_at,FUT2,19
3555,33548_f_at,FUT2,19
3556,33549_at,BDKRB1,14
3557,33550_at,HTR2C,X
3558,33551_s_at,HTR2C,X
3559,33552_at,SLCO1A2,12
3560,33553_r_at,CCR6,6
3561,33554_at,LOC100129973,15
3562,33555_at,LILRA4,19
3563,33556_at,FICD,12
3564,33557_at,C22orf31,22
3565,33558_at,TBX5,12
3566,33559_at,PTK6,20
3567,33560_at,,
3568,33561_at,COL4A3,2
3569,33562_g_at,COL4A3,2
3570,33563_s_at,COL4A3,2
3571,33564_at,AFM,4
3572,33565_at,TSHB,1
3573,33566_at,ZNF169,9
3574,33567_at,VIP,6
3575,33568_at,CHRNB4,15
3576,33569_at,CLEC10A,17
3577,33570_at,NKX2-5,5
3578,33571_at,PHKG1,7
3579,33572_at,ZNF165,6
3580,33573_at,APOBEC1,12
3581,33574_at,C6orf10,6
3582,33575_at,CD226,18
3583,33576_at,SLITRK5,13
3584,33577_at,HOXA2,7
3585,33578_at,FZD9,7
3586,33579_i_at,GALR3,22
3587,33580_r_at,GALR3,22
3588,33581_at,RBMS3,3
3589,33582_s_at,RBMS3,3
3590,33583_r_at,RBMS3,3
3591,33584_at,CDKL2,4
3592,33585_at,,
3593,33586_at,,
3594,33587_f_at,KCND3,1
3595,33588_at,TRAF3IP3,1
3596,33589_at,,
3597,33590_at,,
3598,33591_at,,
3599,33592_at,ZBTB7B,1
3600,33593_at,,
3601,33594_at,DKK4,8
3602,33595_r_at,RAG2,11
3603,33596_at,SPOCK3,4
3604,33597_at,ZNF132,19
3605,33598_r_at,NLRP3,1
3606,33599_at,RAB30,11
3607,335_r_at,SF3A2,19
3608,33600_at,GRAP,17
3609,33601_at,ZNF804A,2
3610,33602_at,S1PR4,19
3611,33603_at,ABCD1,X
3612,33604_at,IRS4,X
3613,33605_at,NKX2-2,20
3614,33606_g_at,NKX2-2,20
3615,33607_at,HTR1E,6
3616,33608_at,LY6G6D,6
3617,33609_at,LY6G6D,6
3618,33610_at,CLDN8,21
3619,33611_g_at,CLDN8,21
3620,33612_at,IFIH1,2
3621,33613_at,,
3622,33614_at,,
3623,33615_at,OR1E1,17
3624,33616_at,ZBTB25,14
3625,33617_s_at,ZBTB25,14
3626,33618_at,DNAJC7,17
3627,33619_at,RPS13,11
3628,33620_at,HOXB3,17
3629,33621_at,HNF1B,17
3630,33622_at,CACNA1C,12
3631,33623_g_at,CACNA1C,12
3632,33624_at,CACNA1E,1
3633,33625_g_at,CACNA1E,1
3634,33626_at,CACNA1E,1
3635,33627_at,PIK3CD,1
3636,33628_g_at,PIK3CD,1
3637,33629_at,WWP2,16
3638,33630_s_at,SPTBN2,11
3639,33631_at,TXNL4A,18
3640,33632_g_at,TXNL4A,18
3641,33633_at,,
3642,33634_at,ATP8B1,18
3643,33635_at,GNA13,17
3644,33636_at,,
3645,33637_g_at,,
3646,33638_at,ERBB3,12
3647,33639_g_at,ERBB3,12
3648,33640_at,AIF1,6
3649,33641_g_at,AIF1,6
3650,33642_s_at,SLC6A8,X
3651,33643_at,MYCL1,1
3652,33644_at,ME1,6
3653,33645_at,GM2A,5
3654,33646_g_at,GM2A,5
3655,33647_s_at,GM2A,5
3656,33648_at,ERICH1,8
3657,33649_at,ST8SIA4,5
3658,33650_at,DDX27,20
3659,33651_at,AQP8,16
3660,33652_at,ADAM20,14
3661,33653_at,MYF5,12
3662,33654_at,ZNF280A,22
3663,33655_f_at,SSX3,X
3664,33656_at,RPL37,5
3665,33657_at,RPL34,4
3666,33658_at,ZNF124,1
3667,33659_at,CFL1,11
3668,33660_at,RPL5,1
3669,33661_at,RPL5,1
3670,33662_at,FAM161A,2
3671,33663_at,FAM161A,2
3672,33664_g_at,FAM161A,2
3673,33665_s_at,CSF2RA,X Y
3674,33666_at,HNRNPC,14
3675,33667_at,PPIA,7
3676,33668_at,RPL12,9
3677,33669_at,,
3678,33670_at,ESR1,6
3679,33671_f_at,,
3680,33672_f_at,UGT2B17,4
3681,33673_r_at,UGT2B17,4
3682,33674_at,RPL29,3
3683,33675_at,POU3F1,1
3684,33676_at,RPL31,2
3685,33677_at,RPL24,3
3686,33678_i_at,TUBB2C,9
3687,33679_f_at,TUBB2C,9
3688,33680_f_at,,
3689,33681_at,SERPINH1,11
3690,33682_at,GPR1,2
3691,33683_at,TUG1,22
3692,33684_at,WNT2B,1
3693,33685_at,ATP8B3,19
3694,33686_at,SPINT3,20
3695,33687_at,CG012,13
3696,33688_at,GBX2,2
3697,33689_s_at,DDT,22
3698,33690_at,,
3699,33691_at,LOC645961,9
3700,33692_at,,
3701,33693_at,DSG3,18
3702,33694_at,PGM5,9
3703,33695_at,C19orf26,19
3704,33696_at,C19orf26,19
3705,33697_at,P2RX7,12
3706,33698_at,CEP164,11
3707,33699_at,PGC,6
3708,336_at,TBXA2R,19
3709,33700_at,SPRY2,13
3710,33701_at,PAH,12
3711,33702_f_at,PCK1,20
3712,33703_f_at,PCK1,20
3713,33704_at,URB1,21
3714,33705_at,PDE4B,1
3715,33706_at,SART1,11
3716,33707_at,PLA2G4C,19
3717,33708_at,SLC43A1,11
3718,33709_at,PDE9A,21
3719,33710_at,LPCAT3,12
3720,33711_at,POMC,2
3721,33712_at,SULT4A1,22
3722,33713_at,TIMM17B,X
3723,33714_at,HMGB3,X
3724,33715_r_at,,
3725,33716_at,RAB22A,20
3726,33717_at,,
3727,33718_at,WIZ,19
3728,33719_at,SYNPO,5
3729,33720_at,PNO1,2
3730,33721_at,ABCC2,10
3731,33722_at,ATRN,20
3732,33723_at,GOSR1,17
3733,33724_at,BRCA1,17
3734,33725_at,MAP1A,15
3735,33726_at,POLR2D,2
3736,33727_r_at,,
3737,33728_at,BSN,3
3738,33729_at,SLC25A14,X
3739,33730_at,GPRC5A,12
3740,33731_at,SLC7A7,14
3741,33732_at,AP4M1,7
3742,33733_at,ABCG2,4
3743,33734_at,C1orf107,1
3744,33735_at,SEZ6L,22
3745,33736_at,STOML1,15
3746,33737_f_at,ST20,15
3747,33738_r_at,ST20,15
3748,33739_at,ST20,15
3749,33740_at,FAM189B,1
3750,33741_at,ATP6V1H,8
3751,33742_f_at,ATP6V1H,8
3752,33743_at,ATRNL1,10
3753,33744_at,GEMIN4,17
3754,33745_at,PHKG2,16
3755,33746_at,ECD,10
3756,33747_s_at,SNHG3,1
3757,33748_at,HMHA1,19
3758,33749_at,TP53TG1,7
3759,33750_at,PTPRU,1
3760,33751_at,AP3S2,15
3761,33752_at,IVNS1ABP,1
3762,33753_at,DAAM1,14
3763,33754_at,NKX2-1,14
3764,33755_at,OSBPL3,7
3765,33756_at,AOC3,17
3766,33757_f_at,PSG11,19
3767,33758_f_at,PSG11,19
3768,33759_at,BPGM,7
3769,33760_at,PEX14,1
3770,33761_s_at,,
3771,33762_r_at,FAM91A2,1
3772,33763_at,FLJ39739,1
3773,33764_at,GABBR2,9
3774,33765_at,,
3775,33766_at,VIPR1,3
3776,33767_at,NEFH,22
3777,33768_at,DMWD,19
3778,33769_at,MPZL1,1
3779,33770_at,CHUK,10
3780,33771_at,LRRC8B,1
3781,33772_at,PTGER4,5
3782,33773_at,MLLT10,10
3783,33774_at,CASP8,2
3784,33775_s_at,CASP8,2
3785,33776_at,RWDD3,1
3786,33777_at,TBXAS1,7
3787,33778_at,TBC1D22A,22
3788,33779_at,VAMP1,12
3789,33780_at,VAMP1,12
3790,33781_s_at,UBE2M,19
3791,33782_r_at,UBE2M,19
3792,33783_at,PLXNB1,3
3793,33784_at,TRAF2,9
3794,33785_at,BAI2,1
3795,33786_r_at,KIAA0562,1
3796,33787_at,NUAK1,12
3797,33788_at,ENTPD4,8
3798,33789_at,CCL15,17
3799,33790_at,,
3800,33791_at,DLEU1,13
3801,33792_at,PSCA,8
3802,33793_at,TCF20,22
3803,33794_g_at,TCF20,22
3804,33795_at,TCF20,22
3805,33796_at,ARL4A,7
3806,33797_at,MPHOSPH10,2
3807,33798_at,SMG6,17
3808,33799_at,SIAH2,3
3809,337_at,PARG,10
3810,33800_at,ADCY9,16
3811,33801_at,CD2BP2,16
3812,33802_at,HMOX1,22
3813,33803_at,THBD,20
3814,33804_at,PTK2B,8
3815,33805_at,CEP350,1
3816,33806_at,C6orf106,6
3817,33807_at,PLEKHA6,1
3818,33808_at,TEAD3,6
3819,33809_at,GNAI1,7
3820,33810_at,TRRAP,7
3821,33811_at,CCPG1,15
3822,33812_at,ADAM19,5
3823,33813_at,TNFRSF1B,1
3824,33814_at,PAK4,19
3825,33815_at,UMPS,3
3826,33816_at,MYO9B,19
3827,33817_at,,
3828,33818_at,VCP,9
3829,33819_at,LDHB,12
3830,33820_g_at,HSPA8,11
3831,33821_at,ELOVL5,6
3832,33822_at,NUMA1,11
3833,33823_at,SCARB2,4
3834,33824_at,KRT8,12
3835,33825_at,SERPINA3,14
3836,33826_at,CIZ1,9
3837,33827_at,N4BP2L2,13
3838,33828_at,SMARCE1,17
3839,33829_at,LEPROT,1
3840,33830_at,,
3841,33831_at,CREBBP,16
3842,33832_at,IFI6,1
3843,33833_at,SPTAN1,9
3844,33834_at,CXCL12,10
3845,33835_at,TSPYL4,6
3846,33836_at,,
3847,33837_at,SRP72,4
3848,33838_at,BAT3,6
3849,33839_at,ITPR2,12
3850,33840_at,TPD52,8
3851,33841_at,KIAA1539,9
3852,33842_at,KIAA1539,9
3853,33843_g_at,KIAA1539,9
3854,33844_at,RQCD1,2
3855,33845_at,,
3856,33846_at,,
3857,33847_s_at,CDKN1B,12
3858,33848_r_at,CDKN1B,12
3859,33849_at,NAMPT,7
3860,33850_at,MAP4,3
3861,33851_at,C16orf80,16
3862,33852_at,TIA1,2
3863,33853_s_at,NRP2,2
3864,33854_at,ATP6V1D,14
3865,33855_at,GRB2,17
3866,33856_at,FAM127A,X
3867,33857_at,NSFL1C,20
3868,33858_at,NSFL1C,20
3869,33859_at,SAP18,13
3870,33860_at,UBR4,1
3871,33861_at,CNOT2,12
3872,33862_at,PPAP2B,1
3873,33863_at,HYOU1,11
3874,33864_at,ZMYND11,10
3875,33865_at,ZMYND11,10
3876,33866_at,TPM4,19
3877,33867_s_at,RBMS1,2
3878,33868_at,POLDIP3,22
3879,33869_at,STAT5B,17
3880,33870_at,KDM3B,5
3881,33871_s_at,FOLR2,11
3882,33872_at,LPHN2,1
3883,33873_at,VPS72,1
3884,33874_at,,
3885,33875_at,ATP6V0E1,5
3886,33876_at,WWTR1,3
3887,33877_s_at,,
3888,33878_at,EFHD1,2
3889,33879_at,SIGMAR1,9
3890,33880_at,ACSL3,2
3891,33881_at,ACSL3,2
3892,33882_at,RAB11FIP5,2
3893,33883_at,EFS,14
3894,33884_s_at,UBE4B,1
3895,33885_at,KIAA0907,1
3896,33886_at,ABI1,10
3897,33887_at,HGS,17
3898,33888_at,ACTR1B,2
3899,33889_s_at,DGCR2,22
3900,33890_at,RGS5,1
3901,33891_at,CLIC4,1
3902,33892_at,PKP2,12
3903,33893_r_at,CEP170,1
3904,33894_at,NET1,10
3905,33895_at,SH3YL1,2
3906,33896_at,EP300,22
3907,33897_at,PI4K2A,10
3908,33898_at,MCRS1,12
3909,33899_at,ALDH9A1,1
3910,338_at,ATF6,1
3911,33900_at,FSTL3,19
3912,33901_at,SLC29A1,6
3913,33902_at,GPD1,12
3914,33903_at,DAPK3,19
3915,33904_at,CLDN3,7
3916,33905_at,MBD2,18
3917,33906_at,SSSCA1,11
3918,33907_at,EIF4G3,1
3919,33908_at,CAPN1,11
3920,33909_at,SF3B4,1
3921,33910_at,PTPRD,9
3922,33911_at,PTPRD,9
3923,33912_at,ZMPSTE24,1
3924,33913_at,BAT2,6
3925,33914_r_at,FECH,18
3926,33915_at,SETD3,14
3927,33916_at,NISCH,3
3928,33917_at,EPB41L1,20
3929,33918_s_at,HIRIP3,16
3930,33919_at,TSPAN4,11
3931,33920_at,DIAPH1,5
3932,33921_at,SLC37A4,11
3933,33922_at,PRDM2,1
3934,33923_s_at,PRDM2,1
3935,33924_at,DENND5A,11
3936,33925_at,NRGN,11
3937,33926_at,YLPM1,14
3938,33927_i_at,YLPM1,14
3939,33928_r_at,YLPM1,14
3940,33929_at,GPC1,2
3941,33930_at,SCFD1,14
3942,33931_at,GPX4,19
3943,33932_at,GSPT1,16
3944,33933_at,WFDC2,20
3945,33934_at,SENP6,6
3946,33935_at,CACYBP,1
3947,33936_at,GALC,14
3948,33937_at,DPY19L1,7
3949,33938_g_at,DPY19L1,7
3950,33939_at,KCNA1,12
3951,33940_at,HCG4,6
3952,33941_at,ADAM11,17
3953,33942_s_at,STXBP1,9
3954,33943_at,FTH1,11
3955,33944_at,APLP2,11
3956,33945_at,CD40LG,X
3957,33946_at,,
3958,33947_at,GPR3,1
3959,33948_at,CRHR2,7
3960,33949_at,CRHR2,7
3961,33950_g_at,CRHR2,7
3962,33951_at,KCNJ10,1
3963,33952_at,ZKSCAN3,6
3964,33953_at,,
3965,33954_at,,
3966,33955_at,IL12A,3
3967,33956_at,LY96,8
3968,33957_at,HCG2P7,6
3969,33958_at,,
3970,33959_at,KIAA0087,7
3971,33960_s_at,CACNA1B,9
3972,33961_at,,
3973,33962_at,PHEX,X
3974,33963_at,AZU1,19
3975,33964_at,CRYGC,2
3976,33965_at,CCL1,17
3977,33966_at,IL7,8
3978,33967_at,HLA-DOA,6
3979,33968_at,MKRN3,15
3980,33969_at,IFNW1,9
3981,33970_at,MAGEB1,X
3982,33971_f_at,DAZL,3
3983,33972_r_at,DAZL,3
3984,33973_at,NPY6R,5
3985,33974_at,RASL10A,22
3986,33975_at,BTC,4
3987,33976_at,ONECUT1,15
3988,33977_at,GFI1,1
3989,33978_at,ABCB4,7
3990,33979_at,RNASE3,14
3991,33980_at,PFKFB1,X
3992,33981_at,IL4,5
3993,33982_f_at,ZNF43,19
3994,33983_at,IGSF2,1
3995,33984_at,HSP90AB1,6
3996,33985_s_at,HSP90AB1,6
3997,33986_r_at,HSP90AB1,6
3998,33987_at,ARF1,1
3999,33988_at,TMBIM6,12
4000,33989_f_at,TMBIM6,12
4001,33990_at,ALB,4
4002,33991_g_at,ALB,4
4003,33992_at,ALB,4
4004,33993_at,,
4005,33994_g_at,MYL6,12
4006,33995_at,GUCA2A,1
4007,33996_at,NMBR,6
4008,33997_at,GAB1,4
4009,33998_at,NTS,12
4010,33999_f_at,LOC90925,14
4011,339_at,CAV2,7
4012,34000_r_at,LOC90925,14
4013,34001_at,ZNF204,6
4014,34002_at,HSD3B2,1
4015,34003_at,TPI1,12
4016,34004_at,MPL,1
4017,34005_at,PIGR,1
4018,34006_s_at,MAPK8,10
4019,34007_at,GRM8,7
4020,34008_at,REM1,20
4021,34009_at,CTAG2,X
4022,34010_at,ARHGAP22,10
4023,34011_at,HRK,12
4024,34012_at,KRT34,17
4025,34013_f_at,POU1F1,3
4026,34014_f_at,POU1F1,3
4027,34015_at,PTGFR,1
4028,34016_s_at,ABCC1,16
4029,34017_s_at,ABCC1,16
4030,34018_at,COL19A1,6
4031,34019_at,CHRNA3,15
4032,34020_at,AVP,20
4033,34021_at,IL2,4
4034,34022_at,CXCL3,4
4035,34023_at,FCER1A,1
4036,34024_at,CLCN5,X
4037,34025_at,GABRA6,5
4038,34026_at,,
4039,34027_f_at,,
4040,34028_at,GPR19,12
4041,34029_at,DMP1,4
4042,34030_at,TULP1,6
4043,34031_i_at,KRIT1,7
4044,34032_at,,
4045,34033_s_at,LILRA2,19
4046,34034_at,STARD8,X
4047,34035_at,SLC10A1,14
4048,34036_at,UHRF2,9
4049,34037_at,IL9,5
4050,34038_at,SLC6A13,12
4051,34039_at,NCR1,19
4052,34040_s_at,NCR1,19
4053,34041_at,CCL22,16
4054,34042_at,CHAD,17
4055,34043_at,C6orf105,6
4056,34044_at,HSF2BP,21
4057,34045_at,CT62,15
4058,34046_at,SH3BP1,22
4059,34047_at,OVOL1,11
4060,34048_at,GK2,4
4061,34049_at,EEF1DP3,13
4062,34050_at,ACSM1,16
4063,34051_at,LRCH1,13
4064,34052_at,STX2,12
4065,34053_at,ZPBP,7
4066,34054_at,CD70,19
4067,34055_at,ACVR1B,12
4068,34056_g_at,ACVR1B,12
4069,34057_at,SLC28A2,15
4070,34058_at,ZNF141,4
4071,34059_at,PVT1,8
4072,34060_g_at,PVT1,8
4073,34061_at,PVT1,8
4074,34062_at,ETV2,19
4075,34063_at,RECQL5,17
4076,34064_s_at,NCR2,6
4077,34065_at,ONECUT2,18
4078,34066_at,H6PD,1
4079,34067_at,TMPRSS6,22
4080,34068_f_at,SSX1,X
4081,34069_s_at,,
4082,34070_s_at,PDIA2,16
4083,34071_at,,
4084,34072_s_at,,
4085,34073_s_at,GNAT1,3
4086,34074_s_at,GNAT1,3
4087,34075_at,PCGF3,4
4088,34076_at,,
4089,34077_at,CXCR3,X
4090,34078_s_at,CYP2C19,10
4091,34079_at,INE1,X
4092,34080_at,NAALADL1,11
4093,34081_at,,
4094,34082_at,SSH1,12
4095,34083_at,GATC,12
4096,34084_at,AKR1D1,7
4097,34085_at,RPL38,17
4098,34086_at,S1PR2,19
4099,34087_at,KCNK2,1
4100,34088_at,NXPH4,12
4101,34089_at,IGSF9B,11
4102,34090_at,,
4103,34091_s_at,VIM,10
4104,34092_at,,
4105,34093_at,IGHG1,14
4106,34094_i_at,IGHG1,14
4107,34095_f_at,,
4108,34096_at,CEP152,15
4109,34097_at,,
4110,34098_f_at,IGHG1,14
4111,34099_f_at,NAP1L1,12
4112,340_at,MATN3,2
4113,34100_at,,
4114,34101_at,,
4115,34102_at,LCN1,9
4116,34103_at,GTPBP10,7
4117,34104_i_at,IGHG1,14
4118,34105_f_at,,
4119,34106_at,GNA12,7
4120,34107_at,PFKFB2,1
4121,34108_g_at,PFKFB2,1
4122,34109_at,PRODH,22
4123,34110_g_at,PRODH,22
4124,34111_s_at,DISC1,1
4125,34112_r_at,,
4126,34113_at,RPE65,1
4127,34114_at,ANKRD34C,15
4128,34115_at,AP4E1,15
4129,34116_at,CACNB4,2
4130,34117_at,,
4131,34118_at,ATP1B2,17
4132,34119_at,,
4133,34120_r_at,,
4134,34121_at,,
4135,34122_at,CSN2,4
4136,34123_at,MTRF1L,6
4137,34124_at,MTRF1L,6
4138,34125_at,NR2E1,6
4139,34126_at,BRSK2,11
4140,34127_at,SLC22A13,3
4141,34128_at,B3GALT5,21
4142,34129_at,STXBP5L,3
4143,34130_at,STXBP5L,3
4144,34131_at,SLC7A11,4
4145,34132_at,SV2C,5
4146,34133_at,RAP2C,X
4147,34134_at,,
4148,34135_at,,na
4149,34136_s_at,OR2H1,6
4150,34137_at,OR2H1,6
4151,34138_at,GNAO1,16
4152,34139_at,SSTR4,20
4153,34140_at,C15orf5,15
4154,34141_at,,
4155,34142_at,,
4156,34143_at,CHRNA1,2
4157,34144_at,TLR6,4
4158,34145_at,TLR6,4
4159,34146_at,OGG1,3
4160,34147_g_at,OGG1,3
4161,34148_at,SIX3,2
4162,34149_at,PLRG1,4
4163,34150_at,MGAT4C,12
4164,34151_at,CCDC9,19
4165,34152_at,SAG,2
4166,34153_at,SAG,2
4167,34154_at,CHRNB2,1
4168,34155_s_at,TYR,11
4169,34156_i_at,HIST1H2AL,6
4170,34157_f_at,HIST1H2AL,6
4171,34158_s_at,SLC1A3,5
4172,34159_at,ERVWE1,7
4173,34160_at,ACTG1,17
4174,34161_at,LPO,17
4175,34162_at,RBPMS,8
4176,34163_g_at,RBPMS,8
4177,34164_at,,
4178,34165_at,NKX2-8,14
4179,34166_at,SLC6A7,5
4180,34167_s_at,SLC6A7,5
4181,34168_at,DNTT,10
4182,34169_s_at,OCRL,X
4183,34170_s_at,PKD2,4
4184,34171_at,NCLN,19
4185,34172_s_at,SFRS17A,X Y
4186,34173_s_at,CNTN5,11
4187,34174_s_at,LPHN2,1
4188,34175_r_at,LOC440248,15
4189,34176_at,SMAGP,12
4190,34177_at,B4GALT2,1
4191,34178_at,ZBTB22,6
4192,34179_at,ZBTB22,6
4193,34180_at,ARHGEF10,8
4194,34181_at,AGA,4
4195,34182_at,NDST1,5
4196,34183_at,CCDC69,5
4197,34184_at,APC2,19
4198,34185_at,PCBP4,3
4199,34186_at,PCBP4,3
4200,34187_at,RBMS2,12
4201,34188_at,ATP2B1,12
4202,34189_at,SETDB1,1
4203,34190_at,COCH,14
4204,34191_at,DCP2,5
4205,34192_at,VPS13B,8
4206,34193_at,CHL1,3
4207,34194_at,CLIC5,6
4208,34195_at,GATAD1,7
4209,34196_at,GATAD1,7
4210,34197_at,PIK3R2,19
4211,34198_at,PTPN13,4
4212,34199_at,SEC24A,5
4213,341_at,PTAFR,1
4214,34200_at,CLCN6,1
4215,34201_at,DNAJA2,16
4216,34202_at,PVRL3,3
4217,34203_at,CNN1,19
4218,34204_at,,
4219,34205_at,,
4220,34206_at,ARAP1,11
4221,34207_at,IQCE,7
4222,34208_at,SLC12A5,20
4223,34209_at,ITPKC,19
4224,34210_at,CD52,1
4225,34211_at,FAM48A,13
4226,34212_at,AGTPBP1,9
4227,34213_at,WWC1,5
4228,34214_at,KIAA0644,7
4229,34215_at,SFRS17A,X Y
4230,34216_at,KLF7,2
4231,34217_at,KLF7,2
4232,34218_at,SPEG,2
4233,34219_at,INSL4,9
4234,34220_at,SFMBT1,3
4235,34221_at,HMGXB3,5
4236,34222_at,FAM5B,1
4237,34223_at,CSF3R,1
4238,34224_at,FADS3,11
4239,34225_at,WHSC2,4
4240,34226_at,MAP4K5,14
4241,34227_i_at,PRG4,1
4242,34228_r_at,PRG4,1
4243,34229_s_at,SLC35A2,X
4244,34230_r_at,SLC35A2,X
4245,34231_at,MYST2,17
4246,34232_at,NKTR,3
4247,34233_i_at,NKTR,3
4248,34234_f_at,NKTR,3
4249,34235_at,GPR116,6
4250,34236_at,LOC390940,19
4251,34237_at,HBS1L,6
4252,34238_at,IGSF1,X
4253,34239_at,N4BP2L1,13
4254,34240_s_at,N4BP2L1,13
4255,34241_at,GATA4,8
4256,34242_at,L3MBTL,20
4257,34243_i_at,L3MBTL,20
4258,34244_r_at,L3MBTL,20
4259,34245_at,C6orf145,6
4260,34246_at,C6orf145,6
4261,34247_at,,
4262,34248_at,PRSS12,4
4263,34249_at,EPM2A,6
4264,34250_at,IQSEC3,12
4265,34251_at,HOXB5,17
4266,34252_at,AKIRIN2,6
4267,34253_at,NUP160,11
4268,34254_at,RALGDS,9
4269,34255_at,DGAT1,8
4270,34256_at,ST3GAL5,2
4271,34257_at,MAGI2,7
4272,34258_at,MKLN1,7
4273,34259_at,KIAA0664,17
4274,34260_at,TELO2,16
4275,34261_at,PCYT2,17
4276,34262_at,DIAPH2,X
4277,34263_s_at,DIAPH2,X
4278,34264_at,RUSC1,1
4279,34265_at,SCG5,15
4280,34266_at,LEPR,1
4281,34267_r_at,LEPR,1
4282,34268_at,RGS19,20
4283,34269_at,C10orf137,10
4284,34270_at,LSM5,7
4285,34271_at,APOBEC2,6
4286,34272_at,RGS4,1
4287,34273_at,RGS4,1
4288,34274_at,RBM16,6
4289,34275_s_at,REST,4
4290,34276_at,NINL,20
4291,34277_at,CA11,19
4292,34278_at,,X
4293,34279_at,,
4294,34280_at,GABRE,X
4295,34281_at,VSNL1,2
4296,34282_at,NFE2L3,7
4297,34283_at,XYLT1,16
4298,34284_at,IFT88,13
4299,34285_at,KLHL18,3
4300,34286_at,BCAS2,1
4301,34287_at,POFUT2,21
4302,34288_at,CXCR7,2
4303,34289_f_at,MED24,17
4304,34290_f_at,MED24,17
4305,34291_at,FARSA,19
4306,34292_at,TMEM187,X
4307,34293_at,KIFC3,16
4308,34294_at,KIFC3,16
4309,34295_at,USP15,12
4310,34296_at,MID1,X
4311,34297_at,GPR37,7
4312,34298_at,ITIH1,3
4313,34299_at,PATZ1,22
4314,342_at,ENPP1,6
4315,34300_at,PATZ1,22
